id,,unit kerja,nama unit,kebijakan,program,kegiatan,nama kegiatan,cost type,name,kode
mak_11_13_69,69,11.13,Prodi Teknik Arts. Landscape (S1),1,1.02,1.02.04,Jadwal praktikum,4,Outsourcing,650.1.1.02.04.4.11.13
mak_11_13_70,70,11.13,Prodi Teknik Arts. Landscape (S1),1,1.02,1.02.04,Jadwal praktikum,5,Overhead,650.1.1.02.04.5.11.13
mak_11_13_71,71,11.13,Prodi Teknik Arts. Landscape (S1),1,1.02,1.02.05,Modul / alat praktikum,1,Bahan habis pakai,650.1.1.02.05.1.11.13
mak_11_13_72,72,11.13,Prodi Teknik Arts. Landscape (S1),1,1.02,1.02.05,Modul / alat praktikum,2,Honor/Upah,650.1.1.02.05.2.11.13
mak_11_13_73,73,11.13,Prodi Teknik Arts. Landscape (S1),1,1.02,1.02.05,Modul / alat praktikum,3,Sewa,650.1.1.02.05.3.11.13
mak_11_13_74,74,11.13,Prodi Teknik Arts. Landscape (S1),1,1.02,1.02.05,Modul / alat praktikum,4,Outsourcing,650.1.1.02.05.4.11.13
mak_11_13_75,75,11.13,Prodi Teknik Arts. Landscape (S1),1,1.02,1.02.05,Modul / alat praktikum,5,Overhead,650.1.1.02.05.5.11.13
mak_11_13_76,76,11.13,Prodi Teknik Arts. Landscape (S1),1,1.02,1.02.06,Bahan habis pakai,1,Bahan habis pakai,650.1.1.02.06.1.11.13
mak_11_13_77,77,11.13,Prodi Teknik Arts. Landscape (S1),1,1.02,1.02.06,Bahan habis pakai,2,Honor/Upah,650.1.1.02.06.2.11.13
mak_11_13_78,78,11.13,Prodi Teknik Arts. Landscape (S1),1,1.02,1.02.06,Bahan habis pakai,3,Sewa,650.1.1.02.06.3.11.13
mak_11_13_79,79,11.13,Prodi Teknik Arts. Landscape (S1),1,1.02,1.02.06,Bahan habis pakai,4,Outsourcing,650.1.1.02.06.4.11.13
mak_11_13_80,80,11.13,Prodi Teknik Arts. Landscape (S1),1,1.02,1.02.06,Bahan habis pakai,5,Overhead,650.1.1.02.06.5.11.13
mak_11_13_81,81,11.13,Prodi Teknik Arts. Landscape (S1),1,1.02,1.02.07,Dana praktikum,1,Bahan habis pakai,650.1.1.02.07.1.11.13
mak_11_13_82,82,11.13,Prodi Teknik Arts. Landscape (S1),1,1.02,1.02.07,Dana praktikum,2,Honor/Upah,650.1.1.02.07.2.11.13
mak_11_13_83,83,11.13,Prodi Teknik Arts. Landscape (S1),1,1.02,1.02.07,Dana praktikum,3,Sewa,650.1.1.02.07.3.11.13
mak_11_13_84,84,11.13,Prodi Teknik Arts. Landscape (S1),1,1.02,1.02.07,Dana praktikum,4,Outsourcing,650.1.1.02.07.4.11.13
mak_11_13_85,85,11.13,Prodi Teknik Arts. Landscape (S1),1,1.02,1.02.07,Dana praktikum,5,Overhead,650.1.1.02.07.5.11.13
mak_11_13_86,86,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.01,Ketersediaan rancangan praktikum,1,Bahan habis pakai,650.1.1.03.01.1.11.13
mak_11_13_87,87,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.01,Ketersediaan rancangan praktikum,2,Honor/Upah,650.1.1.03.01.2.11.13
mak_11_13_88,88,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.01,Ketersediaan rancangan praktikum,3,Sewa,650.1.1.03.01.3.11.13
mak_11_13_89,89,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.01,Ketersediaan rancangan praktikum,4,Outsourcing,650.1.1.03.01.4.11.13
mak_11_13_90,90,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.01,Ketersediaan rancangan praktikum,5,Overhead,650.1.1.03.01.5.11.13
mak_11_13_91,91,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.02,Jadual praktikum,1,Bahan habis pakai,650.1.1.03.02.1.11.13
mak_11_13_92,92,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.02,Jadual praktikum,2,Honor/Upah,650.1.1.03.02.2.11.13
mak_11_13_93,93,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.02,Jadual praktikum,3,Sewa,650.1.1.03.02.3.11.13
mak_11_13_94,94,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.02,Jadual praktikum,4,Outsourcing,650.1.1.03.02.4.11.13
mak_11_13_95,95,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.02,Jadual praktikum,5,Overhead,650.1.1.03.02.5.11.13
mak_11_13_96,96,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.03,Modul/alat praktikum,1,Bahan habis pakai,650.1.1.03.03.1.11.13
mak_11_13_97,97,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.03,Modul/alat praktikum,2,Honor/Upah,650.1.1.03.03.2.11.13
mak_11_13_98,98,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.03,Modul/alat praktikum,3,Sewa,650.1.1.03.03.3.11.13
mak_11_13_99,99,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.03,Modul/alat praktikum,4,Outsourcing,650.1.1.03.03.4.11.13
mak_11_13_100,100,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.03,Modul/alat praktikum,5,Overhead,650.1.1.03.03.5.11.13
mak_11_13_101,101,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.04,Bahan habis pakai,1,Bahan habis pakai,650.1.1.03.04.1.11.13
mak_11_13_102,102,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.04,Bahan habis pakai,2,Honor/Upah,650.1.1.03.04.2.11.13
mak_11_13_103,103,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.04,Bahan habis pakai,3,Sewa,650.1.1.03.04.3.11.13
mak_11_13_104,104,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.04,Bahan habis pakai,4,Outsourcing,650.1.1.03.04.4.11.13
mak_11_13_105,105,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.04,Bahan habis pakai,5,Overhead,650.1.1.03.04.5.11.13
mak_11_13_106,106,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.05,Dana praktikum,1,Bahan habis pakai,650.1.1.03.05.1.11.13
mak_11_13_107,107,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.05,Dana praktikum,2,Honor/Upah,650.1.1.03.05.2.11.13
mak_11_13_108,108,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.05,Dana praktikum,3,Sewa,650.1.1.03.05.3.11.13
mak_11_13_109,109,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.05,Dana praktikum,4,Outsourcing,650.1.1.03.05.4.11.13
mak_11_13_110,110,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.05,Dana praktikum,5,Overhead,650.1.1.03.05.5.11.13
mak_11_13_111,111,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.06,Daftar peserta praktikum,1,Bahan habis pakai,650.1.1.03.06.1.11.13
mak_11_13_112,112,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.06,Daftar peserta praktikum,2,Honor/Upah,650.1.1.03.06.2.11.13
mak_11_13_113,113,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.06,Daftar peserta praktikum,3,Sewa,650.1.1.03.06.3.11.13
mak_11_13_114,114,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.06,Daftar peserta praktikum,4,Outsourcing,650.1.1.03.06.4.11.13
mak_11_13_115,115,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.06,Daftar peserta praktikum,5,Overhead,650.1.1.03.06.5.11.13
mak_11_13_116,116,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.07,Asisten/instruktur,1,Bahan habis pakai,650.1.1.03.07.1.11.13
mak_11_13_117,117,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.07,Asisten/instruktur,2,Honor/Upah,650.1.1.03.07.2.11.13
mak_11_13_118,118,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.07,Asisten/instruktur,3,Sewa,650.1.1.03.07.3.11.13
mak_11_13_119,119,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.07,Asisten/instruktur,4,Outsourcing,650.1.1.03.07.4.11.13
mak_11_13_120,120,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.07,Asisten/instruktur,5,Overhead,650.1.1.03.07.5.11.13
mak_11_13_121,121,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.08,Penugasan asisten/instruktur,1,Bahan habis pakai,650.1.1.03.08.1.11.13
mak_11_13_122,122,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.08,Penugasan asisten/instruktur,2,Honor/Upah,650.1.1.03.08.2.11.13
mak_11_13_123,123,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.08,Penugasan asisten/instruktur,3,Sewa,650.1.1.03.08.3.11.13
mak_11_13_124,124,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.08,Penugasan asisten/instruktur,4,Outsourcing,650.1.1.03.08.4.11.13
mak_11_13_125,125,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.08,Penugasan asisten/instruktur,5,Overhead,650.1.1.03.08.5.11.13
mak_11_13_126,126,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.09,Nilai akhir praktikum,1,Bahan habis pakai,650.1.1.03.09.1.11.13
mak_11_13_127,127,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.09,Nilai akhir praktikum,2,Honor/Upah,650.1.1.03.09.2.11.13
mak_11_13_128,128,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.09,Nilai akhir praktikum,3,Sewa,650.1.1.03.09.3.11.13
mak_11_13_129,129,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.09,Nilai akhir praktikum,4,Outsourcing,650.1.1.03.09.4.11.13
mak_11_13_130,130,11.13,Prodi Teknik Arts. Landscape (S1),1,1.03,1.03.09,Nilai akhir praktikum,5,Overhead,650.1.1.03.09.5.11.13
mak_11_13_131,131,11.13,Prodi Teknik Arts. Landscape (S1),1,1.04,1.04.01,Jumlah kehadiran dosen,1,Bahan habis pakai,650.1.1.04.01.1.11.13
mak_11_13_132,132,11.13,Prodi Teknik Arts. Landscape (S1),1,1.04,1.04.01,Jumlah kehadiran dosen,2,Honor/Upah,650.1.1.04.01.2.11.13
mak_11_13_133,133,11.13,Prodi Teknik Arts. Landscape (S1),1,1.04,1.04.01,Jumlah kehadiran dosen,3,Sewa,650.1.1.04.01.3.11.13
mak_11_13_134,134,11.13,Prodi Teknik Arts. Landscape (S1),1,1.04,1.04.01,Jumlah kehadiran dosen,4,Outsourcing,650.1.1.04.01.4.11.13
mak_11_13_135,135,11.13,Prodi Teknik Arts. Landscape (S1),1,1.04,1.04.01,Jumlah kehadiran dosen,5,Overhead,650.1.1.04.01.5.11.13
mak_11_13_136,136,11.13,Prodi Teknik Arts. Landscape (S1),1,1.04,1.04.02,Presensi mhs,1,Bahan habis pakai,650.1.1.04.02.1.11.13
mak_11_13_137,137,11.13,Prodi Teknik Arts. Landscape (S1),1,1.04,1.04.02,Presensi mhs,2,Honor/Upah,650.1.1.04.02.2.11.13
mak_11_13_138,138,11.13,Prodi Teknik Arts. Landscape (S1),1,1.04,1.04.02,Presensi mhs,3,Sewa,650.1.1.04.02.3.11.13
mak_11_13_139,139,11.13,Prodi Teknik Arts. Landscape (S1),1,1.04,1.04.02,Presensi mhs,4,Outsourcing,650.1.1.04.02.4.11.13
mak_11_13_140,140,11.13,Prodi Teknik Arts. Landscape (S1),1,1.04,1.04.02,Presensi mhs,5,Overhead,650.1.1.04.02.5.11.13
mak_11_13_141,141,11.13,Prodi Teknik Arts. Landscape (S1),1,1.04,1.04.03,Mahasiswa pindahan/melanjutkan,1,Bahan habis pakai,650.1.1.04.03.1.11.13
mak_11_13_142,142,11.13,Prodi Teknik Arts. Landscape (S1),1,1.04,1.04.03,Mahasiswa pindahan/melanjutkan,2,Honor/Upah,650.1.1.04.03.2.11.13
mak_11_13_143,143,11.13,Prodi Teknik Arts. Landscape (S1),1,1.04,1.04.03,Mahasiswa pindahan/melanjutkan,3,Sewa,650.1.1.04.03.3.11.13
mak_11_13_144,144,11.13,Prodi Teknik Arts. Landscape (S1),1,1.04,1.04.03,Mahasiswa pindahan/melanjutkan,4,Outsourcing,650.1.1.04.03.4.11.13
mak_11_13_145,145,11.13,Prodi Teknik Arts. Landscape (S1),1,1.04,1.04.03,Mahasiswa pindahan/melanjutkan,5,Overhead,650.1.1.04.03.5.11.13
mak_11_13_146,146,11.13,Prodi Teknik Arts. Landscape (S1),1,1.05,1.05.01,Jumlah kehadiran asisten/instruktur,1,Bahan habis pakai,650.1.1.05.01.1.11.13
mak_11_13_147,147,11.13,Prodi Teknik Arts. Landscape (S1),1,1.05,1.05.01,Jumlah kehadiran asisten/instruktur,2,Honor/Upah,650.1.1.05.01.2.11.13
mak_11_13_148,148,11.13,Prodi Teknik Arts. Landscape (S1),1,1.05,1.05.01,Jumlah kehadiran asisten/instruktur,3,Sewa,650.1.1.05.01.3.11.13
mak_11_13_149,149,11.13,Prodi Teknik Arts. Landscape (S1),1,1.05,1.05.01,Jumlah kehadiran asisten/instruktur,4,Outsourcing,650.1.1.05.01.4.11.13
mak_11_13_150,150,11.13,Prodi Teknik Arts. Landscape (S1),1,1.05,1.05.01,Jumlah kehadiran asisten/instruktur,5,Overhead,650.1.1.05.01.5.11.13
mak_11_13_151,151,11.13,Prodi Teknik Arts. Landscape (S1),1,1.05,1.05.02,Presensi mhs peserta praktikum,1,Bahan habis pakai,650.1.1.05.02.1.11.13
mak_11_13_152,152,11.13,Prodi Teknik Arts. Landscape (S1),1,1.05,1.05.02,Presensi mhs peserta praktikum,2,Honor/Upah,650.1.1.05.02.2.11.13
mak_11_13_153,153,11.13,Prodi Teknik Arts. Landscape (S1),1,1.05,1.05.02,Presensi mhs peserta praktikum,3,Sewa,650.1.1.05.02.3.11.13
mak_11_13_154,154,11.13,Prodi Teknik Arts. Landscape (S1),1,1.05,1.05.02,Presensi mhs peserta praktikum,4,Outsourcing,650.1.1.05.02.4.11.13
mak_11_13_155,155,11.13,Prodi Teknik Arts. Landscape (S1),1,1.05,1.05.02,Presensi mhs peserta praktikum,5,Overhead,650.1.1.05.02.5.11.13
mak_11_13_156,156,11.13,Prodi Teknik Arts. Landscape (S1),1,1.06,1.06.01,Tersediaan sarana & prasarana ujian,1,Bahan habis pakai,650.1.1.06.01.1.11.13
mak_11_13_157,157,11.13,Prodi Teknik Arts. Landscape (S1),1,1.06,1.06.01,Tersediaan sarana & prasarana ujian,2,Honor/Upah,650.1.1.06.01.2.11.13
mak_11_13_158,158,11.13,Prodi Teknik Arts. Landscape (S1),1,1.06,1.06.01,Tersediaan sarana & prasarana ujian,3,Sewa,650.1.1.06.01.3.11.13
mak_11_13_159,159,11.13,Prodi Teknik Arts. Landscape (S1),1,1.06,1.06.01,Tersediaan sarana & prasarana ujian,4,Outsourcing,650.1.1.06.01.4.11.13
mak_11_13_160,160,11.13,Prodi Teknik Arts. Landscape (S1),1,1.06,1.06.01,Tersediaan sarana & prasarana ujian,5,Overhead,650.1.1.06.01.5.11.13
mak_11_13_161,161,11.13,Prodi Teknik Arts. Landscape (S1),1,1.06,1.06.02,Jadual ujian,1,Bahan habis pakai,650.1.1.06.02.1.11.13
