id,,unit kerja,nama unit,kebijakan,program,kegiatan,nama kegiatan,cost type,name,kode
mak_11_41_44,44,11.41,Prodi Teknik Sipil (D3),1,1.01,1.01.09,Daftar peserta kelas & presensi/mhs/kuliah,4,Outsourcing,650.1.1.01.09.4.11.41
mak_11_41_45,45,11.41,Prodi Teknik Sipil (D3),1,1.01,1.01.09,Daftar peserta kelas & presensi/mhs/kuliah,5,Overhead,650.1.1.01.09.5.11.41
mak_11_41_46,46,11.41,Prodi Teknik Sipil (D3),1,1.01,1.01.10,Daftar hadir dosen/mata kuliah,1,Bahan habis pakai,650.1.1.01.10.1.11.41
mak_11_41_47,47,11.41,Prodi Teknik Sipil (D3),1,1.01,1.01.10,Daftar hadir dosen/mata kuliah,2,Honor/Upah,650.1.1.01.10.2.11.41
mak_11_41_48,48,11.41,Prodi Teknik Sipil (D3),1,1.01,1.01.10,Daftar hadir dosen/mata kuliah,3,Sewa,650.1.1.01.10.3.11.41
mak_11_41_49,49,11.41,Prodi Teknik Sipil (D3),1,1.01,1.01.10,Daftar hadir dosen/mata kuliah,4,Outsourcing,650.1.1.01.10.4.11.41
mak_11_41_50,50,11.41,Prodi Teknik Sipil (D3),1,1.01,1.01.10,Daftar hadir dosen/mata kuliah,5,Overhead,650.1.1.01.10.5.11.41
mak_11_41_51,51,11.41,Prodi Teknik Sipil (D3),1,1.02,1.02.01,Lembar penyetaraan,1,Bahan habis pakai,650.1.1.02.01.1.11.41
mak_11_41_52,52,11.41,Prodi Teknik Sipil (D3),1,1.02,1.02.01,Lembar penyetaraan,2,Honor/Upah,650.1.1.02.01.2.11.41
mak_11_41_53,53,11.41,Prodi Teknik Sipil (D3),1,1.02,1.02.01,Lembar penyetaraan,3,Sewa,650.1.1.02.01.3.11.41
mak_11_41_54,54,11.41,Prodi Teknik Sipil (D3),1,1.02,1.02.01,Lembar penyetaraan,4,Outsourcing,650.1.1.02.01.4.11.41
mak_11_41_55,55,11.41,Prodi Teknik Sipil (D3),1,1.02,1.02.01,Lembar penyetaraan,5,Overhead,650.1.1.02.01.5.11.41
mak_11_41_56,56,11.41,Prodi Teknik Sipil (D3),1,1.02,1.02.02,Mahasiswa pindahan sudah mengisi KRS pada minggu ke satu,1,Bahan habis pakai,650.1.1.02.02.1.11.41
mak_11_41_57,57,11.41,Prodi Teknik Sipil (D3),1,1.02,1.02.02,Mahasiswa pindahan sudah mengisi KRS pada minggu ke satu,2,Honor/Upah,650.1.1.02.02.2.11.41
mak_11_41_58,58,11.41,Prodi Teknik Sipil (D3),1,1.02,1.02.02,Mahasiswa pindahan sudah mengisi KRS pada minggu ke satu,3,Sewa,650.1.1.02.02.3.11.41
mak_11_41_59,59,11.41,Prodi Teknik Sipil (D3),1,1.02,1.02.02,Mahasiswa pindahan sudah mengisi KRS pada minggu ke satu,4,Outsourcing,650.1.1.02.02.4.11.41
mak_11_41_60,60,11.41,Prodi Teknik Sipil (D3),1,1.02,1.02.02,Mahasiswa pindahan sudah mengisi KRS pada minggu ke satu,5,Overhead,650.1.1.02.02.5.11.41
mak_11_41_61,61,11.41,Prodi Teknik Sipil (D3),1,1.02,1.02.03,Ketersediaan rancangan praktikum,1,Bahan habis pakai,650.1.1.02.03.1.11.41
mak_11_41_62,62,11.41,Prodi Teknik Sipil (D3),1,1.02,1.02.03,Ketersediaan rancangan praktikum,2,Honor/Upah,650.1.1.02.03.2.11.41
mak_11_41_63,63,11.41,Prodi Teknik Sipil (D3),1,1.02,1.02.03,Ketersediaan rancangan praktikum,3,Sewa,650.1.1.02.03.3.11.41
mak_11_41_64,64,11.41,Prodi Teknik Sipil (D3),1,1.02,1.02.03,Ketersediaan rancangan praktikum,4,Outsourcing,650.1.1.02.03.4.11.41
mak_11_41_65,65,11.41,Prodi Teknik Sipil (D3),1,1.02,1.02.03,Ketersediaan rancangan praktikum,5,Overhead,650.1.1.02.03.5.11.41
mak_11_41_66,66,11.41,Prodi Teknik Sipil (D3),1,1.02,1.02.04,Jadwal praktikum,1,Bahan habis pakai,650.1.1.02.04.1.11.41
mak_11_41_67,67,11.41,Prodi Teknik Sipil (D3),1,1.02,1.02.04,Jadwal praktikum,2,Honor/Upah,650.1.1.02.04.2.11.41
mak_11_41_68,68,11.41,Prodi Teknik Sipil (D3),1,1.02,1.02.04,Jadwal praktikum,3,Sewa,650.1.1.02.04.3.11.41
mak_11_41_69,69,11.41,Prodi Teknik Sipil (D3),1,1.02,1.02.04,Jadwal praktikum,4,Outsourcing,650.1.1.02.04.4.11.41
mak_11_41_70,70,11.41,Prodi Teknik Sipil (D3),1,1.02,1.02.04,Jadwal praktikum,5,Overhead,650.1.1.02.04.5.11.41
mak_11_41_71,71,11.41,Prodi Teknik Sipil (D3),1,1.02,1.02.05,Modul / alat praktikum,1,Bahan habis pakai,650.1.1.02.05.1.11.41
mak_11_41_72,72,11.41,Prodi Teknik Sipil (D3),1,1.02,1.02.05,Modul / alat praktikum,2,Honor/Upah,650.1.1.02.05.2.11.41
mak_11_41_73,73,11.41,Prodi Teknik Sipil (D3),1,1.02,1.02.05,Modul / alat praktikum,3,Sewa,650.1.1.02.05.3.11.41
mak_11_41_74,74,11.41,Prodi Teknik Sipil (D3),1,1.02,1.02.05,Modul / alat praktikum,4,Outsourcing,650.1.1.02.05.4.11.41
mak_11_41_75,75,11.41,Prodi Teknik Sipil (D3),1,1.02,1.02.05,Modul / alat praktikum,5,Overhead,650.1.1.02.05.5.11.41
mak_11_41_76,76,11.41,Prodi Teknik Sipil (D3),1,1.02,1.02.06,Bahan habis pakai,1,Bahan habis pakai,650.1.1.02.06.1.11.41
mak_11_41_77,77,11.41,Prodi Teknik Sipil (D3),1,1.02,1.02.06,Bahan habis pakai,2,Honor/Upah,650.1.1.02.06.2.11.41
mak_11_41_78,78,11.41,Prodi Teknik Sipil (D3),1,1.02,1.02.06,Bahan habis pakai,3,Sewa,650.1.1.02.06.3.11.41
mak_11_41_79,79,11.41,Prodi Teknik Sipil (D3),1,1.02,1.02.06,Bahan habis pakai,4,Outsourcing,650.1.1.02.06.4.11.41
mak_11_41_80,80,11.41,Prodi Teknik Sipil (D3),1,1.02,1.02.06,Bahan habis pakai,5,Overhead,650.1.1.02.06.5.11.41
mak_11_41_81,81,11.41,Prodi Teknik Sipil (D3),1,1.02,1.02.07,Dana praktikum,1,Bahan habis pakai,650.1.1.02.07.1.11.41
mak_11_41_82,82,11.41,Prodi Teknik Sipil (D3),1,1.02,1.02.07,Dana praktikum,2,Honor/Upah,650.1.1.02.07.2.11.41
mak_11_41_83,83,11.41,Prodi Teknik Sipil (D3),1,1.02,1.02.07,Dana praktikum,3,Sewa,650.1.1.02.07.3.11.41
mak_11_41_84,84,11.41,Prodi Teknik Sipil (D3),1,1.02,1.02.07,Dana praktikum,4,Outsourcing,650.1.1.02.07.4.11.41
mak_11_41_85,85,11.41,Prodi Teknik Sipil (D3),1,1.02,1.02.07,Dana praktikum,5,Overhead,650.1.1.02.07.5.11.41
mak_11_41_86,86,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.01,Ketersediaan rancangan praktikum,1,Bahan habis pakai,650.1.1.03.01.1.11.41
mak_11_41_87,87,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.01,Ketersediaan rancangan praktikum,2,Honor/Upah,650.1.1.03.01.2.11.41
mak_11_41_88,88,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.01,Ketersediaan rancangan praktikum,3,Sewa,650.1.1.03.01.3.11.41
mak_11_41_89,89,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.01,Ketersediaan rancangan praktikum,4,Outsourcing,650.1.1.03.01.4.11.41
mak_11_41_90,90,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.01,Ketersediaan rancangan praktikum,5,Overhead,650.1.1.03.01.5.11.41
mak_11_41_91,91,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.02,Jadual praktikum,1,Bahan habis pakai,650.1.1.03.02.1.11.41
mak_11_41_92,92,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.02,Jadual praktikum,2,Honor/Upah,650.1.1.03.02.2.11.41
mak_11_41_93,93,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.02,Jadual praktikum,3,Sewa,650.1.1.03.02.3.11.41
mak_11_41_94,94,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.02,Jadual praktikum,4,Outsourcing,650.1.1.03.02.4.11.41
mak_11_41_95,95,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.02,Jadual praktikum,5,Overhead,650.1.1.03.02.5.11.41
mak_11_41_96,96,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.03,Modul/alat praktikum,1,Bahan habis pakai,650.1.1.03.03.1.11.41
mak_11_41_97,97,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.03,Modul/alat praktikum,2,Honor/Upah,650.1.1.03.03.2.11.41
mak_11_41_98,98,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.03,Modul/alat praktikum,3,Sewa,650.1.1.03.03.3.11.41
mak_11_41_99,99,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.03,Modul/alat praktikum,4,Outsourcing,650.1.1.03.03.4.11.41
mak_11_41_100,100,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.03,Modul/alat praktikum,5,Overhead,650.1.1.03.03.5.11.41
mak_11_41_101,101,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.04,Bahan habis pakai,1,Bahan habis pakai,650.1.1.03.04.1.11.41
mak_11_41_102,102,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.04,Bahan habis pakai,2,Honor/Upah,650.1.1.03.04.2.11.41
mak_11_41_103,103,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.04,Bahan habis pakai,3,Sewa,650.1.1.03.04.3.11.41
mak_11_41_104,104,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.04,Bahan habis pakai,4,Outsourcing,650.1.1.03.04.4.11.41
mak_11_41_105,105,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.04,Bahan habis pakai,5,Overhead,650.1.1.03.04.5.11.41
mak_11_41_106,106,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.05,Dana praktikum,1,Bahan habis pakai,650.1.1.03.05.1.11.41
mak_11_41_107,107,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.05,Dana praktikum,2,Honor/Upah,650.1.1.03.05.2.11.41
mak_11_41_108,108,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.05,Dana praktikum,3,Sewa,650.1.1.03.05.3.11.41
mak_11_41_109,109,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.05,Dana praktikum,4,Outsourcing,650.1.1.03.05.4.11.41
mak_11_41_110,110,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.05,Dana praktikum,5,Overhead,650.1.1.03.05.5.11.41
mak_11_41_111,111,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.06,Daftar peserta praktikum,1,Bahan habis pakai,650.1.1.03.06.1.11.41
mak_11_41_112,112,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.06,Daftar peserta praktikum,2,Honor/Upah,650.1.1.03.06.2.11.41
mak_11_41_113,113,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.06,Daftar peserta praktikum,3,Sewa,650.1.1.03.06.3.11.41
mak_11_41_114,114,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.06,Daftar peserta praktikum,4,Outsourcing,650.1.1.03.06.4.11.41
mak_11_41_115,115,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.06,Daftar peserta praktikum,5,Overhead,650.1.1.03.06.5.11.41
mak_11_41_116,116,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.07,Asisten/instruktur,1,Bahan habis pakai,650.1.1.03.07.1.11.41
mak_11_41_117,117,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.07,Asisten/instruktur,2,Honor/Upah,650.1.1.03.07.2.11.41
mak_11_41_118,118,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.07,Asisten/instruktur,3,Sewa,650.1.1.03.07.3.11.41
mak_11_41_119,119,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.07,Asisten/instruktur,4,Outsourcing,650.1.1.03.07.4.11.41
mak_11_41_120,120,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.07,Asisten/instruktur,5,Overhead,650.1.1.03.07.5.11.41
mak_11_41_121,121,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.08,Penugasan asisten/instruktur,1,Bahan habis pakai,650.1.1.03.08.1.11.41
mak_11_41_122,122,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.08,Penugasan asisten/instruktur,2,Honor/Upah,650.1.1.03.08.2.11.41
mak_11_41_123,123,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.08,Penugasan asisten/instruktur,3,Sewa,650.1.1.03.08.3.11.41
mak_11_41_124,124,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.08,Penugasan asisten/instruktur,4,Outsourcing,650.1.1.03.08.4.11.41
mak_11_41_125,125,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.08,Penugasan asisten/instruktur,5,Overhead,650.1.1.03.08.5.11.41
mak_11_41_126,126,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.09,Nilai akhir praktikum,1,Bahan habis pakai,650.1.1.03.09.1.11.41
mak_11_41_127,127,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.09,Nilai akhir praktikum,2,Honor/Upah,650.1.1.03.09.2.11.41
mak_11_41_128,128,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.09,Nilai akhir praktikum,3,Sewa,650.1.1.03.09.3.11.41
mak_11_41_129,129,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.09,Nilai akhir praktikum,4,Outsourcing,650.1.1.03.09.4.11.41
mak_11_41_130,130,11.41,Prodi Teknik Sipil (D3),1,1.03,1.03.09,Nilai akhir praktikum,5,Overhead,650.1.1.03.09.5.11.41
mak_11_41_131,131,11.41,Prodi Teknik Sipil (D3),1,1.04,1.04.01,Jumlah kehadiran dosen,1,Bahan habis pakai,650.1.1.04.01.1.11.41
mak_11_41_132,132,11.41,Prodi Teknik Sipil (D3),1,1.04,1.04.01,Jumlah kehadiran dosen,2,Honor/Upah,650.1.1.04.01.2.11.41
mak_11_41_133,133,11.41,Prodi Teknik Sipil (D3),1,1.04,1.04.01,Jumlah kehadiran dosen,3,Sewa,650.1.1.04.01.3.11.41
mak_11_41_134,134,11.41,Prodi Teknik Sipil (D3),1,1.04,1.04.01,Jumlah kehadiran dosen,4,Outsourcing,650.1.1.04.01.4.11.41
mak_11_41_135,135,11.41,Prodi Teknik Sipil (D3),1,1.04,1.04.01,Jumlah kehadiran dosen,5,Overhead,650.1.1.04.01.5.11.41
mak_11_41_136,136,11.41,Prodi Teknik Sipil (D3),1,1.04,1.04.02,Presensi mhs,1,Bahan habis pakai,650.1.1.04.02.1.11.41
mak_11_41_137,137,11.41,Prodi Teknik Sipil (D3),1,1.04,1.04.02,Presensi mhs,2,Honor/Upah,650.1.1.04.02.2.11.41
mak_11_41_138,138,11.41,Prodi Teknik Sipil (D3),1,1.04,1.04.02,Presensi mhs,3,Sewa,650.1.1.04.02.3.11.41
mak_11_41_139,139,11.41,Prodi Teknik Sipil (D3),1,1.04,1.04.02,Presensi mhs,4,Outsourcing,650.1.1.04.02.4.11.41
mak_11_41_140,140,11.41,Prodi Teknik Sipil (D3),1,1.04,1.04.02,Presensi mhs,5,Overhead,650.1.1.04.02.5.11.41
mak_11_41_141,141,11.41,Prodi Teknik Sipil (D3),1,1.04,1.04.03,Mahasiswa pindahan/melanjutkan,1,Bahan habis pakai,650.1.1.04.03.1.11.41
mak_11_41_142,142,11.41,Prodi Teknik Sipil (D3),1,1.04,1.04.03,Mahasiswa pindahan/melanjutkan,2,Honor/Upah,650.1.1.04.03.2.11.41
mak_11_41_143,143,11.41,Prodi Teknik Sipil (D3),1,1.04,1.04.03,Mahasiswa pindahan/melanjutkan,3,Sewa,650.1.1.04.03.3.11.41
mak_11_41_144,144,11.41,Prodi Teknik Sipil (D3),1,1.04,1.04.03,Mahasiswa pindahan/melanjutkan,4,Outsourcing,650.1.1.04.03.4.11.41
mak_11_41_145,145,11.41,Prodi Teknik Sipil (D3),1,1.04,1.04.03,Mahasiswa pindahan/melanjutkan,5,Overhead,650.1.1.04.03.5.11.41
mak_11_41_146,146,11.41,Prodi Teknik Sipil (D3),1,1.05,1.05.01,Jumlah kehadiran asisten/instruktur,1,Bahan habis pakai,650.1.1.05.01.1.11.41
mak_11_41_147,147,11.41,Prodi Teknik Sipil (D3),1,1.05,1.05.01,Jumlah kehadiran asisten/instruktur,2,Honor/Upah,650.1.1.05.01.2.11.41
mak_11_41_148,148,11.41,Prodi Teknik Sipil (D3),1,1.05,1.05.01,Jumlah kehadiran asisten/instruktur,3,Sewa,650.1.1.05.01.3.11.41
mak_11_41_149,149,11.41,Prodi Teknik Sipil (D3),1,1.05,1.05.01,Jumlah kehadiran asisten/instruktur,4,Outsourcing,650.1.1.05.01.4.11.41
mak_11_41_150,150,11.41,Prodi Teknik Sipil (D3),1,1.05,1.05.01,Jumlah kehadiran asisten/instruktur,5,Overhead,650.1.1.05.01.5.11.41
mak_11_41_151,151,11.41,Prodi Teknik Sipil (D3),1,1.05,1.05.02,Presensi mhs peserta praktikum,1,Bahan habis pakai,650.1.1.05.02.1.11.41
mak_11_41_152,152,11.41,Prodi Teknik Sipil (D3),1,1.05,1.05.02,Presensi mhs peserta praktikum,2,Honor/Upah,650.1.1.05.02.2.11.41
mak_11_41_153,153,11.41,Prodi Teknik Sipil (D3),1,1.05,1.05.02,Presensi mhs peserta praktikum,3,Sewa,650.1.1.05.02.3.11.41
mak_11_41_154,154,11.41,Prodi Teknik Sipil (D3),1,1.05,1.05.02,Presensi mhs peserta praktikum,4,Outsourcing,650.1.1.05.02.4.11.41
mak_11_41_155,155,11.41,Prodi Teknik Sipil (D3),1,1.05,1.05.02,Presensi mhs peserta praktikum,5,Overhead,650.1.1.05.02.5.11.41
mak_11_41_156,156,11.41,Prodi Teknik Sipil (D3),1,1.06,1.06.01,Tersediaan sarana & prasarana ujian,1,Bahan habis pakai,650.1.1.06.01.1.11.41
mak_11_41_157,157,11.41,Prodi Teknik Sipil (D3),1,1.06,1.06.01,Tersediaan sarana & prasarana ujian,2,Honor/Upah,650.1.1.06.01.2.11.41
mak_11_41_158,158,11.41,Prodi Teknik Sipil (D3),1,1.06,1.06.01,Tersediaan sarana & prasarana ujian,3,Sewa,650.1.1.06.01.3.11.41
mak_11_41_159,159,11.41,Prodi Teknik Sipil (D3),1,1.06,1.06.01,Tersediaan sarana & prasarana ujian,4,Outsourcing,650.1.1.06.01.4.11.41
mak_11_41_160,160,11.41,Prodi Teknik Sipil (D3),1,1.06,1.06.01,Tersediaan sarana & prasarana ujian,5,Overhead,650.1.1.06.01.5.11.41
mak_11_41_161,161,11.41,Prodi Teknik Sipil (D3),1,1.06,1.06.02,Jadual ujian,1,Bahan habis pakai,650.1.1.06.02.1.11.41
mak_11_41_162,162,11.41,Prodi Teknik Sipil (D3),1,1.06,1.06.02,Jadual ujian,2,Honor/Upah,650.1.1.06.02.2.11.41
mak_11_41_163,163,11.41,Prodi Teknik Sipil (D3),1,1.06,1.06.02,Jadual ujian,3,Sewa,650.1.1.06.02.3.11.41
mak_11_41_164,164,11.41,Prodi Teknik Sipil (D3),1,1.06,1.06.02,Jadual ujian,4,Outsourcing,650.1.1.06.02.4.11.41
mak_11_41_165,165,11.41,Prodi Teknik Sipil (D3),1,1.06,1.06.02,Jadual ujian,5,Overhead,650.1.1.06.02.5.11.41
mak_11_41_166,166,11.41,Prodi Teknik Sipil (D3),1,1.06,1.06.03,KPU,1,Bahan habis pakai,650.1.1.06.03.1.11.41
mak_11_41_167,167,11.41,Prodi Teknik Sipil (D3),1,1.06,1.06.03,KPU,2,Honor/Upah,650.1.1.06.03.2.11.41
mak_11_41_168,168,11.41,Prodi Teknik Sipil (D3),1,1.06,1.06.03,KPU,3,Sewa,650.1.1.06.03.3.11.41
mak_11_41_169,169,11.41,Prodi Teknik Sipil (D3),1,1.06,1.06.03,KPU,4,Outsourcing,650.1.1.06.03.4.11.41
mak_11_41_170,170,11.41,Prodi Teknik Sipil (D3),1,1.06,1.06.03,KPU,5,Overhead,650.1.1.06.03.5.11.41
