id,,unit kerja,nama unit,kebijakan,program,kegiatan,nama kegiatan,cost type,name,kode
mak_12_23_50,50,12.23,Prodi Teknik Industri (S1),1,1.01,1.01.10,Daftar hadir dosen/mata kuliah,5,Overhead,650.1.1.01.10.5.12.23
mak_12_23_51,51,12.23,Prodi Teknik Industri (S1),1,1.02,1.02.01,Lembar penyetaraan,1,Bahan habis pakai,650.1.1.02.01.1.12.23
mak_12_23_52,52,12.23,Prodi Teknik Industri (S1),1,1.02,1.02.01,Lembar penyetaraan,2,Honor/Upah,650.1.1.02.01.2.12.23
mak_12_23_53,53,12.23,Prodi Teknik Industri (S1),1,1.02,1.02.01,Lembar penyetaraan,3,Sewa,650.1.1.02.01.3.12.23
mak_12_23_54,54,12.23,Prodi Teknik Industri (S1),1,1.02,1.02.01,Lembar penyetaraan,4,Outsourcing,650.1.1.02.01.4.12.23
mak_12_23_55,55,12.23,Prodi Teknik Industri (S1),1,1.02,1.02.01,Lembar penyetaraan,5,Overhead,650.1.1.02.01.5.12.23
mak_12_23_56,56,12.23,Prodi Teknik Industri (S1),1,1.02,1.02.02,Mahasiswa pindahan sudah mengisi KRS pada minggu ke satu,1,Bahan habis pakai,650.1.1.02.02.1.12.23
mak_12_23_57,57,12.23,Prodi Teknik Industri (S1),1,1.02,1.02.02,Mahasiswa pindahan sudah mengisi KRS pada minggu ke satu,2,Honor/Upah,650.1.1.02.02.2.12.23
mak_12_23_58,58,12.23,Prodi Teknik Industri (S1),1,1.02,1.02.02,Mahasiswa pindahan sudah mengisi KRS pada minggu ke satu,3,Sewa,650.1.1.02.02.3.12.23
mak_12_23_59,59,12.23,Prodi Teknik Industri (S1),1,1.02,1.02.02,Mahasiswa pindahan sudah mengisi KRS pada minggu ke satu,4,Outsourcing,650.1.1.02.02.4.12.23
mak_12_23_60,60,12.23,Prodi Teknik Industri (S1),1,1.02,1.02.02,Mahasiswa pindahan sudah mengisi KRS pada minggu ke satu,5,Overhead,650.1.1.02.02.5.12.23
mak_12_23_61,61,12.23,Prodi Teknik Industri (S1),1,1.02,1.02.03,Ketersediaan rancangan praktikum,1,Bahan habis pakai,650.1.1.02.03.1.12.23
mak_12_23_62,62,12.23,Prodi Teknik Industri (S1),1,1.02,1.02.03,Ketersediaan rancangan praktikum,2,Honor/Upah,650.1.1.02.03.2.12.23
mak_12_23_63,63,12.23,Prodi Teknik Industri (S1),1,1.02,1.02.03,Ketersediaan rancangan praktikum,3,Sewa,650.1.1.02.03.3.12.23
mak_12_23_64,64,12.23,Prodi Teknik Industri (S1),1,1.02,1.02.03,Ketersediaan rancangan praktikum,4,Outsourcing,650.1.1.02.03.4.12.23
mak_12_23_65,65,12.23,Prodi Teknik Industri (S1),1,1.02,1.02.03,Ketersediaan rancangan praktikum,5,Overhead,650.1.1.02.03.5.12.23
mak_12_23_66,66,12.23,Prodi Teknik Industri (S1),1,1.02,1.02.04,Jadwal praktikum,1,Bahan habis pakai,650.1.1.02.04.1.12.23
mak_12_23_67,67,12.23,Prodi Teknik Industri (S1),1,1.02,1.02.04,Jadwal praktikum,2,Honor/Upah,650.1.1.02.04.2.12.23
mak_12_23_68,68,12.23,Prodi Teknik Industri (S1),1,1.02,1.02.04,Jadwal praktikum,3,Sewa,650.1.1.02.04.3.12.23
mak_12_23_69,69,12.23,Prodi Teknik Industri (S1),1,1.02,1.02.04,Jadwal praktikum,4,Outsourcing,650.1.1.02.04.4.12.23
mak_12_23_70,70,12.23,Prodi Teknik Industri (S1),1,1.02,1.02.04,Jadwal praktikum,5,Overhead,650.1.1.02.04.5.12.23
mak_12_23_71,71,12.23,Prodi Teknik Industri (S1),1,1.02,1.02.05,Modul / alat praktikum,1,Bahan habis pakai,650.1.1.02.05.1.12.23
mak_12_23_72,72,12.23,Prodi Teknik Industri (S1),1,1.02,1.02.05,Modul / alat praktikum,2,Honor/Upah,650.1.1.02.05.2.12.23
mak_12_23_73,73,12.23,Prodi Teknik Industri (S1),1,1.02,1.02.05,Modul / alat praktikum,3,Sewa,650.1.1.02.05.3.12.23
mak_12_23_74,74,12.23,Prodi Teknik Industri (S1),1,1.02,1.02.05,Modul / alat praktikum,4,Outsourcing,650.1.1.02.05.4.12.23
mak_12_23_75,75,12.23,Prodi Teknik Industri (S1),1,1.02,1.02.05,Modul / alat praktikum,5,Overhead,650.1.1.02.05.5.12.23
mak_12_23_76,76,12.23,Prodi Teknik Industri (S1),1,1.02,1.02.06,Bahan habis pakai,1,Bahan habis pakai,650.1.1.02.06.1.12.23
mak_12_23_77,77,12.23,Prodi Teknik Industri (S1),1,1.02,1.02.06,Bahan habis pakai,2,Honor/Upah,650.1.1.02.06.2.12.23
mak_12_23_78,78,12.23,Prodi Teknik Industri (S1),1,1.02,1.02.06,Bahan habis pakai,3,Sewa,650.1.1.02.06.3.12.23
mak_12_23_79,79,12.23,Prodi Teknik Industri (S1),1,1.02,1.02.06,Bahan habis pakai,4,Outsourcing,650.1.1.02.06.4.12.23
mak_12_23_80,80,12.23,Prodi Teknik Industri (S1),1,1.02,1.02.06,Bahan habis pakai,5,Overhead,650.1.1.02.06.5.12.23
mak_12_23_81,81,12.23,Prodi Teknik Industri (S1),1,1.02,1.02.07,Dana praktikum,1,Bahan habis pakai,650.1.1.02.07.1.12.23
mak_12_23_82,82,12.23,Prodi Teknik Industri (S1),1,1.02,1.02.07,Dana praktikum,2,Honor/Upah,650.1.1.02.07.2.12.23
mak_12_23_83,83,12.23,Prodi Teknik Industri (S1),1,1.02,1.02.07,Dana praktikum,3,Sewa,650.1.1.02.07.3.12.23
mak_12_23_84,84,12.23,Prodi Teknik Industri (S1),1,1.02,1.02.07,Dana praktikum,4,Outsourcing,650.1.1.02.07.4.12.23
mak_12_23_85,85,12.23,Prodi Teknik Industri (S1),1,1.02,1.02.07,Dana praktikum,5,Overhead,650.1.1.02.07.5.12.23
mak_12_23_86,86,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.01,Ketersediaan rancangan praktikum,1,Bahan habis pakai,650.1.1.03.01.1.12.23
mak_12_23_87,87,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.01,Ketersediaan rancangan praktikum,2,Honor/Upah,650.1.1.03.01.2.12.23
mak_12_23_88,88,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.01,Ketersediaan rancangan praktikum,3,Sewa,650.1.1.03.01.3.12.23
mak_12_23_89,89,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.01,Ketersediaan rancangan praktikum,4,Outsourcing,650.1.1.03.01.4.12.23
mak_12_23_90,90,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.01,Ketersediaan rancangan praktikum,5,Overhead,650.1.1.03.01.5.12.23
mak_12_23_91,91,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.02,Jadual praktikum,1,Bahan habis pakai,650.1.1.03.02.1.12.23
mak_12_23_92,92,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.02,Jadual praktikum,2,Honor/Upah,650.1.1.03.02.2.12.23
mak_12_23_93,93,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.02,Jadual praktikum,3,Sewa,650.1.1.03.02.3.12.23
mak_12_23_94,94,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.02,Jadual praktikum,4,Outsourcing,650.1.1.03.02.4.12.23
mak_12_23_95,95,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.02,Jadual praktikum,5,Overhead,650.1.1.03.02.5.12.23
mak_12_23_96,96,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.03,Modul/alat praktikum,1,Bahan habis pakai,650.1.1.03.03.1.12.23
mak_12_23_97,97,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.03,Modul/alat praktikum,2,Honor/Upah,650.1.1.03.03.2.12.23
mak_12_23_98,98,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.03,Modul/alat praktikum,3,Sewa,650.1.1.03.03.3.12.23
mak_12_23_99,99,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.03,Modul/alat praktikum,4,Outsourcing,650.1.1.03.03.4.12.23
mak_12_23_100,100,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.03,Modul/alat praktikum,5,Overhead,650.1.1.03.03.5.12.23
mak_12_23_101,101,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.04,Bahan habis pakai,1,Bahan habis pakai,650.1.1.03.04.1.12.23
mak_12_23_102,102,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.04,Bahan habis pakai,2,Honor/Upah,650.1.1.03.04.2.12.23
mak_12_23_103,103,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.04,Bahan habis pakai,3,Sewa,650.1.1.03.04.3.12.23
mak_12_23_104,104,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.04,Bahan habis pakai,4,Outsourcing,650.1.1.03.04.4.12.23
mak_12_23_105,105,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.04,Bahan habis pakai,5,Overhead,650.1.1.03.04.5.12.23
mak_12_23_106,106,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.05,Dana praktikum,1,Bahan habis pakai,650.1.1.03.05.1.12.23
mak_12_23_107,107,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.05,Dana praktikum,2,Honor/Upah,650.1.1.03.05.2.12.23
mak_12_23_108,108,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.05,Dana praktikum,3,Sewa,650.1.1.03.05.3.12.23
mak_12_23_109,109,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.05,Dana praktikum,4,Outsourcing,650.1.1.03.05.4.12.23
mak_12_23_110,110,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.05,Dana praktikum,5,Overhead,650.1.1.03.05.5.12.23
mak_12_23_111,111,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.06,Daftar peserta praktikum,1,Bahan habis pakai,650.1.1.03.06.1.12.23
mak_12_23_112,112,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.06,Daftar peserta praktikum,2,Honor/Upah,650.1.1.03.06.2.12.23
mak_12_23_113,113,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.06,Daftar peserta praktikum,3,Sewa,650.1.1.03.06.3.12.23
mak_12_23_114,114,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.06,Daftar peserta praktikum,4,Outsourcing,650.1.1.03.06.4.12.23
mak_12_23_115,115,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.06,Daftar peserta praktikum,5,Overhead,650.1.1.03.06.5.12.23
mak_12_23_116,116,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.07,Asisten/instruktur,1,Bahan habis pakai,650.1.1.03.07.1.12.23
mak_12_23_117,117,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.07,Asisten/instruktur,2,Honor/Upah,650.1.1.03.07.2.12.23
mak_12_23_118,118,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.07,Asisten/instruktur,3,Sewa,650.1.1.03.07.3.12.23
mak_12_23_119,119,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.07,Asisten/instruktur,4,Outsourcing,650.1.1.03.07.4.12.23
mak_12_23_120,120,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.07,Asisten/instruktur,5,Overhead,650.1.1.03.07.5.12.23
mak_12_23_121,121,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.08,Penugasan asisten/instruktur,1,Bahan habis pakai,650.1.1.03.08.1.12.23
mak_12_23_122,122,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.08,Penugasan asisten/instruktur,2,Honor/Upah,650.1.1.03.08.2.12.23
mak_12_23_123,123,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.08,Penugasan asisten/instruktur,3,Sewa,650.1.1.03.08.3.12.23
mak_12_23_124,124,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.08,Penugasan asisten/instruktur,4,Outsourcing,650.1.1.03.08.4.12.23
mak_12_23_125,125,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.08,Penugasan asisten/instruktur,5,Overhead,650.1.1.03.08.5.12.23
mak_12_23_126,126,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.09,Nilai akhir praktikum,1,Bahan habis pakai,650.1.1.03.09.1.12.23
mak_12_23_127,127,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.09,Nilai akhir praktikum,2,Honor/Upah,650.1.1.03.09.2.12.23
mak_12_23_128,128,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.09,Nilai akhir praktikum,3,Sewa,650.1.1.03.09.3.12.23
mak_12_23_129,129,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.09,Nilai akhir praktikum,4,Outsourcing,650.1.1.03.09.4.12.23
mak_12_23_130,130,12.23,Prodi Teknik Industri (S1),1,1.03,1.03.09,Nilai akhir praktikum,5,Overhead,650.1.1.03.09.5.12.23
mak_12_23_131,131,12.23,Prodi Teknik Industri (S1),1,1.04,1.04.01,Jumlah kehadiran dosen,1,Bahan habis pakai,650.1.1.04.01.1.12.23
mak_12_23_132,132,12.23,Prodi Teknik Industri (S1),1,1.04,1.04.01,Jumlah kehadiran dosen,2,Honor/Upah,650.1.1.04.01.2.12.23
mak_12_23_133,133,12.23,Prodi Teknik Industri (S1),1,1.04,1.04.01,Jumlah kehadiran dosen,3,Sewa,650.1.1.04.01.3.12.23
mak_12_23_134,134,12.23,Prodi Teknik Industri (S1),1,1.04,1.04.01,Jumlah kehadiran dosen,4,Outsourcing,650.1.1.04.01.4.12.23
mak_12_23_135,135,12.23,Prodi Teknik Industri (S1),1,1.04,1.04.01,Jumlah kehadiran dosen,5,Overhead,650.1.1.04.01.5.12.23
mak_12_23_136,136,12.23,Prodi Teknik Industri (S1),1,1.04,1.04.02,Presensi mhs,1,Bahan habis pakai,650.1.1.04.02.1.12.23
mak_12_23_137,137,12.23,Prodi Teknik Industri (S1),1,1.04,1.04.02,Presensi mhs,2,Honor/Upah,650.1.1.04.02.2.12.23
mak_12_23_138,138,12.23,Prodi Teknik Industri (S1),1,1.04,1.04.02,Presensi mhs,3,Sewa,650.1.1.04.02.3.12.23
mak_12_23_139,139,12.23,Prodi Teknik Industri (S1),1,1.04,1.04.02,Presensi mhs,4,Outsourcing,650.1.1.04.02.4.12.23
mak_12_23_140,140,12.23,Prodi Teknik Industri (S1),1,1.04,1.04.02,Presensi mhs,5,Overhead,650.1.1.04.02.5.12.23
mak_12_23_141,141,12.23,Prodi Teknik Industri (S1),1,1.04,1.04.03,Mahasiswa pindahan/melanjutkan,1,Bahan habis pakai,650.1.1.04.03.1.12.23
mak_12_23_142,142,12.23,Prodi Teknik Industri (S1),1,1.04,1.04.03,Mahasiswa pindahan/melanjutkan,2,Honor/Upah,650.1.1.04.03.2.12.23
mak_12_23_143,143,12.23,Prodi Teknik Industri (S1),1,1.04,1.04.03,Mahasiswa pindahan/melanjutkan,3,Sewa,650.1.1.04.03.3.12.23
mak_12_23_144,144,12.23,Prodi Teknik Industri (S1),1,1.04,1.04.03,Mahasiswa pindahan/melanjutkan,4,Outsourcing,650.1.1.04.03.4.12.23
mak_12_23_145,145,12.23,Prodi Teknik Industri (S1),1,1.04,1.04.03,Mahasiswa pindahan/melanjutkan,5,Overhead,650.1.1.04.03.5.12.23
mak_12_23_146,146,12.23,Prodi Teknik Industri (S1),1,1.05,1.05.01,Jumlah kehadiran asisten/instruktur,1,Bahan habis pakai,650.1.1.05.01.1.12.23
mak_12_23_147,147,12.23,Prodi Teknik Industri (S1),1,1.05,1.05.01,Jumlah kehadiran asisten/instruktur,2,Honor/Upah,650.1.1.05.01.2.12.23
mak_12_23_148,148,12.23,Prodi Teknik Industri (S1),1,1.05,1.05.01,Jumlah kehadiran asisten/instruktur,3,Sewa,650.1.1.05.01.3.12.23
mak_12_23_149,149,12.23,Prodi Teknik Industri (S1),1,1.05,1.05.01,Jumlah kehadiran asisten/instruktur,4,Outsourcing,650.1.1.05.01.4.12.23
mak_12_23_150,150,12.23,Prodi Teknik Industri (S1),1,1.05,1.05.01,Jumlah kehadiran asisten/instruktur,5,Overhead,650.1.1.05.01.5.12.23
mak_12_23_151,151,12.23,Prodi Teknik Industri (S1),1,1.05,1.05.02,Presensi mhs peserta praktikum,1,Bahan habis pakai,650.1.1.05.02.1.12.23
mak_12_23_152,152,12.23,Prodi Teknik Industri (S1),1,1.05,1.05.02,Presensi mhs peserta praktikum,2,Honor/Upah,650.1.1.05.02.2.12.23
mak_12_23_153,153,12.23,Prodi Teknik Industri (S1),1,1.05,1.05.02,Presensi mhs peserta praktikum,3,Sewa,650.1.1.05.02.3.12.23
mak_12_23_154,154,12.23,Prodi Teknik Industri (S1),1,1.05,1.05.02,Presensi mhs peserta praktikum,4,Outsourcing,650.1.1.05.02.4.12.23
mak_12_23_155,155,12.23,Prodi Teknik Industri (S1),1,1.05,1.05.02,Presensi mhs peserta praktikum,5,Overhead,650.1.1.05.02.5.12.23
mak_12_23_156,156,12.23,Prodi Teknik Industri (S1),1,1.06,1.06.01,Tersediaan sarana & prasarana ujian,1,Bahan habis pakai,650.1.1.06.01.1.12.23
mak_12_23_157,157,12.23,Prodi Teknik Industri (S1),1,1.06,1.06.01,Tersediaan sarana & prasarana ujian,2,Honor/Upah,650.1.1.06.01.2.12.23
mak_12_23_158,158,12.23,Prodi Teknik Industri (S1),1,1.06,1.06.01,Tersediaan sarana & prasarana ujian,3,Sewa,650.1.1.06.01.3.12.23
mak_12_23_159,159,12.23,Prodi Teknik Industri (S1),1,1.06,1.06.01,Tersediaan sarana & prasarana ujian,4,Outsourcing,650.1.1.06.01.4.12.23
mak_12_23_160,160,12.23,Prodi Teknik Industri (S1),1,1.06,1.06.01,Tersediaan sarana & prasarana ujian,5,Overhead,650.1.1.06.01.5.12.23
mak_12_23_161,161,12.23,Prodi Teknik Industri (S1),1,1.06,1.06.02,Jadual ujian,1,Bahan habis pakai,650.1.1.06.02.1.12.23
mak_12_23_162,162,12.23,Prodi Teknik Industri (S1),1,1.06,1.06.02,Jadual ujian,2,Honor/Upah,650.1.1.06.02.2.12.23
mak_12_23_163,163,12.23,Prodi Teknik Industri (S1),1,1.06,1.06.02,Jadual ujian,3,Sewa,650.1.1.06.02.3.12.23
mak_12_23_164,164,12.23,Prodi Teknik Industri (S1),1,1.06,1.06.02,Jadual ujian,4,Outsourcing,650.1.1.06.02.4.12.23
mak_12_23_165,165,12.23,Prodi Teknik Industri (S1),1,1.06,1.06.02,Jadual ujian,5,Overhead,650.1.1.06.02.5.12.23
mak_12_23_166,166,12.23,Prodi Teknik Industri (S1),1,1.06,1.06.03,KPU,1,Bahan habis pakai,650.1.1.06.03.1.12.23
mak_12_23_167,167,12.23,Prodi Teknik Industri (S1),1,1.06,1.06.03,KPU,2,Honor/Upah,650.1.1.06.03.2.12.23
mak_12_23_168,168,12.23,Prodi Teknik Industri (S1),1,1.06,1.06.03,KPU,3,Sewa,650.1.1.06.03.3.12.23
mak_12_23_169,169,12.23,Prodi Teknik Industri (S1),1,1.06,1.06.03,KPU,4,Outsourcing,650.1.1.06.03.4.12.23
mak_12_23_170,170,12.23,Prodi Teknik Industri (S1),1,1.06,1.06.03,KPU,5,Overhead,650.1.1.06.03.5.12.23
mak_12_23_171,171,12.23,Prodi Teknik Industri (S1),1,1.06,1.06.04,Naskah ujian & lembar jawab,1,Bahan habis pakai,650.1.1.06.04.1.12.23
mak_12_23_172,172,12.23,Prodi Teknik Industri (S1),1,1.06,1.06.04,Naskah ujian & lembar jawab,2,Honor/Upah,650.1.1.06.04.2.12.23
